"","marital_status","application_mode","course","attendance_mode","previous_qualification","nationality","mother_qualification","father_qualification","mother_occupation","father_occupation","displaced","educational_special_needs","debtor","gender","scholarship_holder","age_at_enrollment","international","outcome","dropout"
"923",1,1,12,1,1,1,23,14,9,9,1,0,1,0,1,18,0,"Graduate",0
"924",1,16,17,0,16,1,13,27,6,10,0,0,0,0,0,22,0,"Dropout",1
"925",1,8,6,1,1,1,13,26,12,8,1,0,0,0,0,20,0,"Graduate",0
"926",1,15,4,1,14,1,23,28,7,7,0,0,0,0,0,19,0,"Graduate",0
"927",1,1,12,1,1,1,1,14,7,8,1,0,0,0,1,19,0,"Graduate",0
"928",1,1,12,1,1,1,13,14,10,8,0,0,0,0,1,19,0,"Graduate",0
"929",1,9,12,1,1,1,23,27,10,8,1,0,0,0,0,19,0,"Graduate",0
"930",1,1,5,1,1,1,3,28,2,10,1,0,0,0,0,19,0,"Dropout",1
"931",1,1,12,1,1,1,23,14,10,6,0,0,0,0,0,20,0,"Graduate",0
"932",1,8,12,1,1,1,13,28,6,10,1,0,0,0,1,20,0,"Graduate",0
"933",1,1,14,1,1,1,1,1,6,6,0,0,0,0,0,20,0,"Graduate",0
"934",1,13,12,1,1,1,1,14,5,9,1,0,0,0,0,21,0,"Graduate",0
"935",1,15,4,1,14,1,22,28,10,10,0,0,1,0,1,19,0,"Graduate",0
"936",1,1,15,1,1,1,23,27,10,10,0,0,0,0,1,19,0,"Graduate",0
"937",1,1,14,1,1,1,22,28,10,10,0,0,0,0,1,21,0,"Graduate",0
"938",1,12,12,1,3,1,3,27,3,11,0,0,0,0,0,28,0,"Graduate",0
"939",1,1,10,1,1,1,22,28,10,10,1,0,1,0,1,19,0,"Graduate",0
"940",1,1,9,1,1,1,22,27,10,7,0,0,0,0,1,18,0,"Graduate",0
"941",5,8,12,1,1,1,22,28,6,9,1,0,0,0,1,18,0,"Graduate",0
"942",1,1,12,1,1,1,13,27,8,8,1,0,0,0,1,18,0,"Graduate",0
"943",1,13,12,1,1,1,1,2,10,4,1,0,0,0,0,22,0,"Graduate",0
"944",1,1,12,1,1,1,13,1,10,6,0,0,0,0,1,18,0,"Graduate",0
"945",1,8,11,1,1,1,22,27,6,7,0,0,0,0,0,20,0,"Dropout",1
"946",1,15,2,1,14,1,22,27,6,7,0,0,0,0,0,26,0,"Dropout",1
"947",1,1,5,1,1,1,22,28,10,10,1,0,0,0,1,18,0,"Graduate",0
"948",1,1,11,1,1,1,1,28,5,10,1,0,0,0,1,21,0,"Dropout",1
"949",1,8,12,1,1,1,23,27,4,4,1,0,0,0,0,18,0,"Graduate",0
"950",1,1,6,1,1,1,13,14,5,7,1,0,0,0,0,20,0,"Graduate",0
"951",1,1,12,1,1,1,23,14,6,7,1,0,0,0,0,18,0,"Graduate",0
"952",1,1,14,1,1,1,1,1,3,3,1,0,0,0,0,20,0,"Dropout",1
"953",1,1,16,1,1,1,13,14,10,6,0,0,1,0,1,18,0,"Graduate",0
"954",1,1,3,0,1,1,13,9,1,1,1,0,0,0,0,22,0,"Graduate",0
"955",1,16,17,0,1,1,13,28,6,8,0,0,0,0,0,21,0,"Graduate",0
"956",1,1,12,1,1,1,13,14,5,5,0,0,0,0,0,18,0,"Graduate",0
"957",1,1,5,1,1,1,10,14,5,6,0,1,0,0,1,18,0,"Graduate",0
"958",1,8,2,1,1,1,22,27,10,2,1,0,0,0,0,19,0,"Dropout",1
"959",1,1,12,1,1,1,1,27,8,8,1,0,0,0,0,19,0,"Graduate",0
"960",1,8,11,1,1,1,23,27,10,8,1,0,0,0,0,19,0,"Dropout",1
"961",1,7,11,1,1,1,23,27,10,8,1,0,0,0,1,21,0,"Graduate",0
"962",1,1,15,1,1,14,1,27,10,8,0,0,0,0,1,20,1,"Graduate",0
"963",1,1,9,1,1,1,13,14,4,10,1,0,0,0,1,20,0,"Graduate",0
"964",1,12,17,0,12,1,22,27,10,10,0,0,0,0,0,41,0,"Graduate",0
"965",1,8,12,1,1,1,23,1,10,6,1,0,0,0,0,18,0,"Graduate",0
"966",4,12,3,0,1,1,22,27,4,5,0,0,0,0,1,35,0,"Graduate",0
"967",1,12,12,1,1,1,22,27,10,10,0,0,1,0,0,32,0,"Dropout",1
"968",1,12,3,0,15,1,13,27,6,10,0,0,0,0,0,37,0,"Graduate",0
"969",2,12,9,1,3,1,3,27,10,10,0,0,0,0,0,30,0,"Dropout",1
"970",1,14,15,1,1,1,13,14,1,1,0,0,0,1,0,23,0,"Graduate",0
"971",1,8,15,1,1,1,3,1,3,8,1,0,0,0,1,20,0,"Dropout",1
"972",1,1,14,1,1,1,13,27,6,8,0,0,0,1,0,21,0,"Graduate",0
"973",1,1,9,1,1,1,23,14,6,8,0,0,0,1,0,19,0,"Graduate",0
"974",1,8,12,1,1,1,1,14,5,4,1,0,0,1,1,18,0,"Graduate",0
"975",1,13,7,1,1,1,19,24,1,1,0,0,0,1,0,18,0,"Dropout",1
"976",1,9,14,1,1,1,1,27,10,10,1,0,0,1,0,22,0,"Graduate",0
"977",1,8,11,1,1,1,13,1,6,6,1,0,0,1,0,18,0,"Dropout",1
"978",1,7,10,1,1,1,22,27,6,7,1,0,0,0,0,18,0,"Graduate",0
"979",1,1,5,1,1,17,2,1,10,2,1,0,0,1,0,21,1,"Graduate",0
"980",4,12,12,1,1,1,22,27,10,10,0,0,1,0,0,38,0,"Dropout",1
"981",1,9,13,1,1,1,23,27,10,10,0,0,0,0,1,19,0,"Graduate",0
"982",6,12,12,1,1,1,22,27,10,10,0,0,0,0,0,36,0,"Dropout",1
"983",1,7,6,1,1,1,1,1,10,10,1,0,0,0,0,18,0,"Graduate",0
"984",1,1,12,1,1,1,13,14,6,6,1,0,0,0,0,19,0,"Graduate",0
"985",1,17,6,1,16,1,13,28,10,10,0,0,1,0,0,21,0,"Dropout",1
"986",1,1,10,1,1,1,13,14,10,10,0,0,0,0,1,18,0,"Graduate",0
"987",1,8,9,1,1,1,22,27,10,8,1,0,0,0,0,20,0,"Dropout",1
"988",1,8,11,1,1,1,13,1,6,8,1,0,1,0,0,18,0,"Graduate",0
"989",1,1,14,1,1,1,1,14,5,5,0,0,0,0,1,18,0,"Graduate",0
"990",1,4,8,1,3,1,19,24,1,1,0,0,0,0,0,25,0,"Dropout",1
"991",1,1,12,1,1,1,1,1,5,5,1,0,0,0,0,19,0,"Graduate",0
"992",1,1,2,1,1,1,13,14,8,8,1,0,0,0,1,18,0,"Graduate",0
"993",1,4,11,1,15,1,1,1,4,7,0,0,0,0,0,39,0,"Graduate",0
"994",2,12,4,1,1,1,23,27,10,10,0,0,0,0,0,29,0,"Graduate",0
"995",1,4,5,1,3,1,22,2,10,4,0,0,0,0,0,23,0,"Dropout",1
"996",1,13,16,1,1,1,1,27,6,6,1,0,0,0,0,21,0,"Dropout",1
"997",1,1,10,1,1,1,1,14,5,5,0,0,0,0,0,18,0,"Graduate",0
"998",1,4,6,1,15,1,1,14,6,6,1,0,0,0,0,23,0,"Graduate",0
"999",1,1,8,1,1,1,1,14,5,5,0,0,0,0,0,18,0,"Graduate",0
"1000",2,12,3,0,12,1,22,27,5,9,0,0,0,0,0,32,0,"Graduate",0
"1001",2,12,9,1,1,1,13,27,10,8,0,0,1,0,0,29,0,"Dropout",1
"1002",1,1,10,1,1,1,1,28,32,35,1,0,1,0,1,20,0,"Graduate",0
"1003",1,12,10,1,1,1,19,24,1,1,1,0,0,0,0,28,0,"Dropout",1
"1004",1,4,9,1,3,1,23,28,2,10,0,0,0,0,0,27,0,"Graduate",0
"1005",1,14,12,1,1,1,22,24,12,1,0,0,1,0,0,22,0,"Graduate",0
"1006",1,4,3,0,3,1,22,28,1,6,0,0,0,0,0,28,0,"Dropout",1
"1007",2,12,4,1,1,1,22,27,10,10,0,0,1,0,0,43,0,"Dropout",1
"1008",1,14,13,1,1,1,22,27,10,10,1,0,0,0,0,32,0,"Dropout",1
"1009",4,12,12,1,12,1,23,1,10,5,0,0,0,0,1,35,0,"Graduate",0
"1010",1,1,14,1,1,1,22,27,1,1,1,0,0,0,0,21,0,"Graduate",0
"1011",1,1,12,1,1,1,3,28,4,8,0,0,0,0,1,18,0,"Graduate",0
"1012",1,8,10,1,1,1,13,14,6,9,1,0,0,0,0,18,0,"Graduate",0
"1013",1,15,3,0,14,1,13,27,8,7,1,0,0,0,0,22,0,"Graduate",0
"1014",1,1,12,1,1,1,1,1,5,11,1,0,0,0,0,19,0,"Graduate",0
"1015",1,9,9,1,1,1,13,28,10,8,1,0,0,0,1,18,0,"Graduate",0
"1016",1,1,2,1,1,1,24,1,4,5,1,0,1,0,0,19,0,"Dropout",1
"1017",1,1,12,1,1,1,13,1,10,6,0,0,0,0,1,18,0,"Graduate",0
"1018",2,12,17,0,12,1,13,29,6,4,0,0,1,0,0,31,0,"Dropout",1
"1019",2,12,3,0,12,1,1,14,2,6,0,0,1,0,1,33,0,"Graduate",0
"1020",1,1,12,1,1,1,13,28,8,8,1,0,0,0,1,19,0,"Graduate",0
"1021",1,8,10,1,1,1,23,28,8,8,1,0,0,0,1,18,0,"Graduate",0
"1022",1,1,9,1,1,1,7,14,5,4,0,0,0,0,0,23,0,"Graduate",0
"1023",1,8,10,1,1,1,23,28,6,8,1,0,0,0,0,20,0,"Graduate",0
"1024",1,1,12,1,1,1,23,28,5,9,1,0,0,0,0,18,0,"Graduate",0
"1025",1,1,10,1,1,1,13,28,6,7,0,0,0,0,1,22,0,"Graduate",0
"1026",1,1,10,1,1,1,1,14,5,5,1,0,1,0,0,20,0,"Graduate",0
"1027",1,4,12,1,3,1,13,28,5,11,1,0,0,0,0,23,0,"Graduate",0
"1028",1,8,15,1,1,1,3,1,5,6,1,0,0,0,0,19,0,"Graduate",0
"1029",1,8,12,1,1,1,1,27,2,2,1,0,0,0,0,19,0,"Graduate",0
"1030",1,12,17,0,1,1,13,28,8,5,0,0,0,0,0,26,0,"Dropout",1
"1031",1,1,12,1,1,1,1,27,5,4,1,0,0,0,0,18,0,"Graduate",0
"1032",1,9,7,1,1,1,1,27,8,8,1,0,0,1,0,18,0,"Dropout",1
"1033",1,15,4,1,14,1,23,27,10,10,1,0,0,1,0,20,0,"Graduate",0
"1034",1,1,14,1,1,1,3,1,5,5,0,0,0,1,0,19,0,"Dropout",1
"1035",1,14,17,0,1,1,22,27,10,10,0,0,0,1,0,32,0,"Dropout",1
"1036",2,12,8,1,1,1,13,14,5,5,0,0,0,1,0,31,0,"Dropout",1
"1037",1,13,6,1,14,1,13,3,10,2,1,0,0,0,0,21,0,"Graduate",0
"1038",2,14,17,0,1,1,22,27,5,10,0,0,0,0,0,31,0,"Dropout",1
"1039",2,12,16,1,1,1,22,27,6,6,0,0,0,0,0,34,0,"Dropout",1
"1040",1,1,10,1,1,1,13,14,10,10,0,0,0,0,1,18,0,"Graduate",0
"1041",1,1,10,1,1,1,13,14,10,10,1,0,1,0,0,19,0,"Dropout",1
"1042",1,1,16,1,1,1,23,27,6,4,1,0,0,0,0,18,0,"Dropout",1
"1043",1,1,11,1,1,1,13,29,5,9,1,0,0,0,0,20,0,"Graduate",0
"1044",1,14,15,1,1,1,23,27,10,6,1,0,0,0,0,20,0,"Graduate",0
"1045",1,8,14,1,1,1,23,28,8,9,1,1,0,0,1,18,0,"Graduate",0
"1046",1,1,10,1,1,1,23,28,8,9,1,0,0,0,0,19,0,"Graduate",0
"1047",4,12,8,1,1,1,3,1,6,6,1,0,0,0,1,30,0,"Dropout",1
"1048",1,8,10,1,1,1,13,28,6,6,1,0,0,0,0,19,0,"Graduate",0
"1049",1,1,13,1,1,1,23,27,8,8,1,0,0,0,0,19,0,"Graduate",0
"1050",1,1,12,1,1,1,1,27,5,8,1,0,0,0,1,19,0,"Graduate",0
"1051",1,1,6,1,1,1,13,28,10,10,1,0,0,0,0,19,0,"Graduate",0
"1052",1,1,10,1,1,1,1,1,4,4,1,0,0,0,0,20,0,"Graduate",0
"1053",1,13,7,1,1,1,13,27,10,4,0,0,1,1,0,25,0,"Dropout",1
"1054",1,1,15,1,1,1,13,14,10,10,0,0,0,1,0,19,0,"Dropout",1
"1055",2,12,16,1,1,1,22,14,8,4,0,0,1,0,1,34,0,"Graduate",0
"1056",1,9,12,1,1,1,23,27,10,6,1,0,0,0,1,18,0,"Graduate",0
"1057",1,1,12,1,1,1,1,1,5,6,1,0,0,0,1,18,0,"Graduate",0
"1058",1,1,14,1,1,1,23,28,10,11,0,0,0,0,0,20,0,"Graduate",0
"1059",1,8,12,1,1,1,13,27,10,8,1,0,0,0,1,20,0,"Graduate",0
"1060",1,12,14,1,1,1,22,27,7,7,0,0,0,0,0,28,0,"Dropout",1
"1061",1,14,9,1,1,1,13,28,10,10,1,0,0,0,0,19,0,"Graduate",0
"1062",2,1,9,1,1,1,23,27,10,9,1,0,0,0,0,34,0,"Dropout",1
"1063",2,16,16,1,1,1,22,27,8,9,0,0,0,0,0,35,0,"Dropout",1
"1064",1,4,17,0,15,1,22,27,10,8,0,0,0,0,0,32,0,"Graduate",0
"1065",1,8,11,1,1,1,13,14,5,8,1,0,0,0,0,19,0,"Graduate",0
"1066",1,8,14,1,1,1,1,14,10,8,1,0,0,0,0,18,0,"Graduate",0
"1067",2,12,9,1,1,1,22,27,10,10,0,0,0,0,0,35,0,"Dropout",1
"1068",1,8,10,1,1,1,13,27,10,10,1,0,0,0,1,20,0,"Graduate",0
"1069",1,1,15,1,1,4,13,14,5,10,1,0,0,1,1,18,1,"Graduate",0
"1070",1,1,12,1,1,1,23,14,8,10,1,0,0,1,1,20,0,"Graduate",0
"1071",1,8,11,1,1,1,1,14,5,8,1,0,0,1,0,18,0,"Dropout",1
"1072",1,1,7,1,1,1,13,14,5,5,0,0,0,1,1,18,0,"Graduate",0
"1073",1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,20,0,"Graduate",0
"1074",1,8,16,1,1,1,13,28,4,4,1,0,0,1,0,19,0,"Dropout",1
"1075",1,1,10,1,1,1,13,1,10,10,0,0,0,1,0,19,0,"Graduate",0
"1076",1,1,15,1,1,1,21,27,1,1,1,0,0,1,0,20,0,"Graduate",0
"1077",1,1,12,1,1,1,13,14,10,8,1,0,0,1,0,22,0,"Graduate",0
"1078",1,1,12,1,1,1,23,28,10,10,0,0,0,1,0,19,0,"Graduate",0
"1079",1,15,4,1,14,1,1,14,10,8,0,0,0,1,0,22,0,"Dropout",1
"1080",1,8,7,1,1,4,4,10,3,10,1,0,0,1,0,20,1,"Graduate",0
"1081",2,12,4,1,1,1,1,31,10,4,0,0,1,1,0,34,0,"Dropout",1
"1082",2,12,3,0,12,1,1,1,5,5,0,0,0,1,0,24,0,"Dropout",1
"1083",1,12,14,1,1,1,19,24,1,1,1,0,0,1,0,26,0,"Dropout",1
"1084",1,12,12,1,1,1,22,27,10,7,0,0,0,1,0,35,0,"Dropout",1
"1085",1,1,17,0,1,1,2,27,5,10,1,0,0,1,0,22,0,"Graduate",0
"1086",1,8,9,1,1,1,1,14,4,5,0,0,0,1,0,19,0,"Dropout",1
"1087",1,1,11,1,1,1,3,14,4,10,1,0,0,1,0,19,0,"Dropout",1
"1088",1,15,2,1,14,1,3,3,3,3,0,0,1,1,0,20,0,"Graduate",0
"1089",1,16,14,1,1,1,3,3,2,11,0,0,1,1,0,21,0,"Graduate",0
"1090",1,1,15,1,1,1,1,14,8,8,1,0,0,0,1,19,0,"Graduate",0
"1091",1,1,15,1,1,1,13,14,10,10,1,0,0,0,0,18,0,"Graduate",0
"1092",1,17,4,1,16,1,1,28,9,9,0,0,0,0,1,23,0,"Graduate",0
"1093",1,8,9,1,1,1,13,28,6,8,1,0,0,0,1,18,0,"Graduate",0
"1094",1,9,12,1,1,1,22,28,6,8,1,0,0,0,0,18,0,"Graduate",0
"1095",1,1,12,1,1,1,23,28,10,10,1,0,0,0,0,19,0,"Graduate",0
"1096",1,17,9,1,16,1,1,14,21,37,1,0,0,0,0,21,0,"Graduate",0
"1097",1,1,6,1,1,1,22,27,10,7,1,0,0,0,1,18,0,"Graduate",0
"1098",1,1,15,1,1,1,23,27,10,6,1,0,0,0,1,24,0,"Graduate",0
"1099",1,1,12,1,1,1,3,29,3,4,1,0,0,0,0,18,0,"Dropout",1
"1100",1,8,12,1,1,1,13,27,10,8,1,0,0,0,0,20,0,"Graduate",0
"1101",1,1,15,1,1,1,19,28,1,9,1,0,0,0,1,18,0,"Dropout",1
"1102",1,14,11,1,1,1,1,14,6,8,0,0,0,0,1,19,0,"Dropout",1
"1103",1,8,16,1,1,1,1,28,5,9,1,0,0,0,0,19,0,"Graduate",0
"1104",1,1,10,1,3,1,1,28,10,4,0,0,1,0,0,18,0,"Graduate",0
"1105",1,1,12,1,1,1,23,28,10,10,1,0,0,0,1,18,0,"Graduate",0
"1106",1,8,13,1,1,1,23,28,6,6,1,0,0,0,1,19,0,"Graduate",0
"1107",1,1,12,1,1,1,22,27,10,10,1,0,0,0,0,18,0,"Graduate",0
"1108",1,8,11,1,1,1,19,28,1,8,1,0,1,0,0,19,0,"Dropout",1
"1109",1,1,12,1,1,1,1,1,4,4,1,0,0,0,0,21,0,"Graduate",0
"1110",1,8,13,1,1,1,13,28,10,8,0,0,0,0,1,18,0,"Graduate",0
"1111",1,1,12,1,1,1,1,1,4,11,0,0,0,0,0,18,0,"Graduate",0
"1112",1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,23,0,"Dropout",1
"1113",1,1,12,1,1,1,23,28,6,6,0,0,0,0,0,18,0,"Graduate",0
"1114",1,14,8,1,1,1,1,14,10,10,1,0,0,0,0,21,0,"Dropout",1
"1115",1,9,12,1,1,1,22,28,8,9,1,0,0,0,1,19,0,"Graduate",0
"1116",1,15,10,1,1,1,22,27,7,10,0,0,0,0,1,21,0,"Graduate",0
"1117",1,1,15,1,1,1,13,14,10,10,1,0,0,0,0,18,0,"Graduate",0
"1118",1,8,6,1,1,1,13,28,8,8,1,0,0,0,1,20,0,"Graduate",0
"1119",1,1,16,1,1,1,22,27,10,8,1,0,0,0,1,18,0,"Graduate",0
"1120",1,8,5,1,1,1,1,1,5,9,1,0,1,0,1,18,0,"Dropout",1
"1121",1,1,6,1,1,1,1,3,5,5,1,0,0,0,0,18,0,"Graduate",0
"1122",1,8,15,1,1,1,1,1,4,4,1,0,0,0,1,18,0,"Graduate",0
"1123",1,12,6,1,12,1,13,14,5,10,1,0,0,0,1,24,0,"Graduate",0
"1124",1,1,2,1,1,1,1,1,4,4,1,0,0,0,0,19,0,"Graduate",0
"1125",1,1,12,1,1,1,13,14,10,10,1,0,0,0,0,18,0,"Graduate",0
"1126",1,1,5,1,1,1,1,14,5,4,0,0,0,0,0,19,0,"Graduate",0
"1127",1,8,16,1,1,1,23,14,5,10,1,0,0,0,0,19,0,"Dropout",1
"1128",1,12,15,1,1,1,19,27,1,1,0,0,0,0,0,26,0,"Dropout",1
"1129",1,12,11,1,12,1,13,1,10,6,0,0,1,1,0,36,0,"Dropout",1
"1130",1,8,2,1,1,1,1,1,5,11,0,0,0,1,0,19,0,"Dropout",1
"1131",1,13,7,1,1,1,13,27,10,10,0,0,0,1,0,27,0,"Dropout",1
"1132",1,1,7,1,1,1,3,1,15,31,0,0,0,1,0,18,0,"Dropout",1
"1133",1,1,12,1,1,1,22,28,10,10,1,0,0,1,1,18,0,"Graduate",0
"1134",1,12,5,1,1,1,23,28,6,6,0,0,0,1,0,28,0,"Dropout",1
"1135",1,15,2,1,14,1,13,1,10,10,1,0,0,1,0,21,0,"Graduate",0
"1136",1,1,12,1,1,1,13,27,5,10,0,0,0,1,0,19,0,"Graduate",0
"1137",1,12,14,1,7,1,6,16,4,4,0,0,1,1,0,26,0,"Dropout",1
"1138",1,16,7,1,1,1,1,14,4,6,1,0,0,1,0,20,0,"Dropout",1
"1139",1,1,12,1,1,1,23,28,10,10,1,0,0,1,0,19,0,"Graduate",0
"1140",1,1,9,1,1,1,13,14,8,4,1,0,0,1,0,21,0,"Dropout",1
"1141",1,17,14,1,16,1,1,14,10,10,0,0,0,1,1,23,0,"Graduate",0
"1142",1,12,3,0,13,1,23,27,5,9,0,0,0,1,0,29,0,"Graduate",0
"1143",1,1,12,1,1,1,1,1,10,10,0,0,0,1,0,20,0,"Graduate",0
"1144",1,1,10,1,1,1,1,14,6,10,0,0,0,1,0,18,0,"Graduate",0
"1145",1,1,15,1,1,1,1,28,4,6,1,0,0,1,0,19,0,"Graduate",0
"1146",1,4,13,1,3,1,1,27,5,9,0,0,0,1,0,23,0,"Dropout",1
"1147",1,1,2,1,1,1,23,1,6,2,0,0,0,1,0,21,0,"Dropout",1
"1148",1,1,2,1,1,1,22,14,8,8,1,0,0,1,1,18,0,"Graduate",0
"1149",1,1,5,1,1,1,13,27,6,6,1,0,1,1,0,21,0,"Dropout",1
"1150",1,16,10,1,1,1,1,1,6,10,0,0,0,1,0,22,0,"Dropout",1
"1151",1,9,13,1,1,1,3,14,3,9,1,0,0,1,0,21,0,"Graduate",0
"1152",1,12,12,1,1,1,23,14,10,10,1,0,0,1,0,32,0,"Dropout",1
"1153",1,4,4,1,3,1,1,14,5,2,1,0,0,1,0,27,0,"Graduate",0
"1154",1,1,12,1,1,1,13,28,10,9,1,0,0,1,0,18,0,"Graduate",0
"1155",1,12,5,1,1,1,1,1,6,4,1,0,0,1,1,24,0,"Graduate",0
"1156",1,1,8,1,1,1,13,27,2,10,1,0,0,1,0,22,0,"Dropout",1
"1157",1,14,8,1,1,1,2,3,4,3,1,0,0,1,0,22,0,"Dropout",1
"1158",1,1,9,1,1,1,22,27,10,6,1,0,0,1,0,19,0,"Graduate",0
"1159",1,8,7,1,1,1,22,11,5,12,1,0,0,1,0,19,0,"Dropout",1
"1160",1,1,12,1,1,1,1,1,3,8,1,0,0,0,1,18,0,"Graduate",0
"1161",1,1,11,1,1,1,3,14,4,11,1,0,0,0,0,18,0,"Graduate",0
"1162",1,1,2,1,1,1,13,14,10,10,1,0,1,0,0,20,0,"Dropout",1
"1163",1,8,10,1,1,1,1,14,5,10,1,0,0,0,0,19,0,"Graduate",0
"1164",1,8,15,1,1,1,23,28,29,39,1,0,1,0,0,19,0,"Graduate",0
"1165",1,8,11,1,1,1,10,1,10,4,1,0,0,0,1,18,0,"Graduate",0
"1166",1,15,5,1,14,1,10,27,4,10,0,0,1,0,1,22,0,"Graduate",0
"1167",2,12,13,1,12,1,22,28,10,10,0,0,0,0,0,31,0,"Graduate",0
"1168",1,8,16,1,1,1,13,14,10,9,0,0,0,0,1,19,0,"Graduate",0
"1169",1,1,11,1,1,1,23,28,10,8,1,0,0,0,1,18,0,"Graduate",0
"1170",1,1,6,1,1,1,10,1,2,12,0,0,0,0,0,21,0,"Graduate",0
"1171",1,8,12,1,1,1,23,1,10,8,1,0,0,0,1,18,0,"Graduate",0
"1172",1,15,9,1,14,9,2,27,3,9,0,0,1,1,0,25,1,"Dropout",1
"1173",1,6,7,1,1,14,1,3,6,9,0,0,1,1,0,21,1,"Dropout",1
"1174",1,9,12,1,1,1,23,27,6,6,1,0,0,0,1,19,0,"Graduate",0
"1175",1,8,11,1,1,1,9,24,6,1,1,0,0,0,0,22,0,"Dropout",1
"1176",1,6,9,1,1,1,23,1,10,2,0,0,0,1,0,19,0,"Graduate",0
"1177",1,12,3,0,12,1,22,27,10,6,0,0,0,0,0,58,0,"Dropout",1
"1178",1,7,10,1,1,1,13,27,10,8,1,0,0,0,1,19,0,"Graduate",0
"1179",1,14,14,1,1,9,22,27,10,10,1,0,0,1,0,23,1,"Graduate",0
"1180",1,9,12,1,1,1,13,1,5,8,1,0,0,0,0,18,0,"Graduate",0
"1181",1,1,6,1,1,1,13,14,12,12,0,0,0,0,0,20,0,"Graduate",0
"1182",1,8,6,1,1,1,13,14,12,8,0,0,0,0,0,18,0,"Dropout",1
"1183",1,8,14,1,1,1,3,14,6,6,0,0,0,0,0,18,0,"Graduate",0
"1184",1,8,9,1,1,1,13,14,6,8,1,0,1,0,1,18,0,"Graduate",0
"1185",1,12,8,1,1,1,23,28,10,11,0,0,0,0,0,24,0,"Dropout",1
"1186",1,8,16,1,1,1,22,27,10,6,1,0,0,0,0,18,0,"Dropout",1
"1187",1,8,10,1,1,1,13,28,10,8,1,0,0,0,1,19,0,"Graduate",0
"1188",1,1,11,1,1,1,23,28,7,7,1,0,0,0,0,18,0,"Graduate",0
"1189",1,1,2,1,1,1,13,14,6,6,1,0,0,0,1,19,0,"Graduate",0
"1190",1,15,6,1,1,1,4,4,3,7,0,0,0,0,0,22,0,"Graduate",0
"1191",1,8,15,1,1,1,13,28,10,8,1,0,0,0,1,21,0,"Graduate",0
"1192",1,1,12,1,1,1,23,28,6,8,1,0,0,0,1,18,0,"Graduate",0
"1193",1,1,16,1,1,1,1,10,5,10,1,0,0,0,0,20,0,"Dropout",1
"1194",1,7,5,1,1,1,1,28,5,9,1,0,0,0,0,19,0,"Graduate",0
"1195",1,6,9,1,1,14,26,1,4,5,0,0,1,1,0,26,1,"Dropout",1
"1196",2,12,3,0,1,1,22,27,10,10,0,0,0,0,0,35,0,"Graduate",0
"1197",1,9,14,1,1,1,1,1,10,10,1,0,0,0,1,19,0,"Graduate",0
"1198",1,1,6,1,1,1,23,27,10,7,1,0,0,1,0,18,0,"Graduate",0
"1199",1,1,14,1,1,1,13,14,8,4,0,0,0,1,0,19,0,"Graduate",0
"1200",1,1,2,1,1,1,1,1,10,10,1,0,0,1,0,25,0,"Graduate",0
"1201",1,8,11,1,1,1,1,1,5,4,1,0,0,1,0,18,0,"Graduate",0
"1202",1,8,4,1,1,1,1,4,10,6,1,0,1,1,0,26,0,"Dropout",1
"1203",1,14,17,0,1,1,1,1,7,7,0,0,0,1,0,34,0,"Graduate",0
"1204",1,1,11,1,1,1,4,14,5,4,1,0,0,1,0,18,0,"Dropout",1
"1205",1,1,2,1,1,1,3,20,4,6,0,0,0,1,0,18,0,"Dropout",1
"1206",1,8,7,1,1,1,1,14,5,4,1,0,0,1,1,18,0,"Dropout",1
"1207",1,15,4,1,14,1,22,27,10,5,0,0,0,1,0,20,0,"Dropout",1
"1208",1,15,5,1,14,1,1,14,5,5,0,0,0,1,0,25,0,"Graduate",0
"1209",1,8,8,1,1,1,2,1,5,2,0,0,0,1,0,18,0,"Dropout",1
"1210",1,1,4,1,1,1,13,27,10,10,1,0,0,1,0,19,0,"Graduate",0
"1211",1,1,2,1,1,1,1,1,5,2,1,0,0,1,0,20,0,"Dropout",1
"1212",1,9,10,1,1,1,13,27,6,8,1,0,0,1,1,20,0,"Graduate",0
"1213",1,1,9,1,1,1,1,27,5,10,1,0,0,1,1,19,0,"Dropout",1
"1214",1,9,9,1,1,1,22,27,8,8,1,0,0,1,0,20,0,"Dropout",1
"1215",1,12,14,1,1,1,23,27,8,8,0,0,0,1,0,24,0,"Dropout",1
"1216",1,15,4,1,14,1,23,28,10,9,1,0,0,1,0,20,0,"Graduate",0
"1217",1,16,7,1,1,1,1,14,5,5,0,0,0,1,0,23,0,"Dropout",1
"1218",1,14,3,0,1,1,19,24,1,1,0,0,0,1,0,21,0,"Graduate",0
"1219",1,8,7,1,1,1,8,10,10,10,1,0,0,1,0,20,0,"Dropout",1
"1220",1,1,15,1,1,1,1,14,10,8,0,0,0,1,1,18,0,"Graduate",0
"1221",1,1,11,1,1,1,1,1,5,4,1,0,0,1,0,18,0,"Graduate",0
"1222",1,8,15,1,1,1,13,28,5,10,0,0,0,1,1,18,0,"Graduate",0
"1223",1,8,15,1,1,1,22,27,1,5,1,0,0,1,0,19,0,"Dropout",1
"1224",1,8,8,1,1,1,13,28,5,8,0,0,0,1,0,19,0,"Graduate",0
"1225",1,12,17,0,1,1,22,27,10,6,1,0,1,1,0,33,0,"Dropout",1
